Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12
			8200008	sentence_sentence		Choose the right one.			Choose the right one.	The milk is delicious.	The milk delicious is.^The milk is delicious.^The milk delicious.
			8200009	sentence_sentence		Choose the right one.			Choose the right one.	She runs fast.	She runs fast.^She fast runs.^She running fast.
			8200010	sentence_word		I need a _____.			I need a pencil	pencil	paper^pencil^envelope
											
FishTest_8_2	3	8200011, 8200012, 8200013, 8200014, 8200015									
			8200011	image_sentence		l9_teachersitschair.png			a teacher sits in the chair	A teacher sits in the chair.	A teacher sits in the chair.^A teacher cleans the chair.^A boy sits in the chair.
			8200012	image_sentence		l8_heeatingfish.png			he is eating fish	He is eating fish.	They are eating fish.^He is eating fish.^He is eating salad.
			8200013	sentence_sentence		Choose the right one.			Choose the right one.	He has bananas.	He have bananas.^He has bananas.^He is have bananas.
			8200014	sentence_sentence		Choose the right one.			Choose the right one.	Rehmaneera eats many apples.	Rehmaneera eats many apples.^Rehmaneera many apples eats.^Rehmaneera eating many apples.
			8200015	sentence_word		I need an _____.			i need an envelope	envelope	paper^pencil^envelope
											
FishTest_8_3	1	8300001, 8300002, 8300003, 8300004, 8300005									
			8300001	soundonly_image					she likes the yellow shoes	l11_shelikesyellowshoes.png	l11_shelikesyellowshoes.png^l11_shelikespinkshoes.png^l11_shelikespinkhat.png
			8300002	soundonly_image					surprised	emotions_6_cropped_surprised.png	emotions_6_cropped_surprised.png^emotions_5_cropped_excited.png^emotions_3_cropped_angry.png
			8300003	sentence_sentence		Choose the right one.			Choose the right one.	Rehmaneera eats an apple.	Rehmaneera eats a apples.^Rehmaneera eats an apple.^Rehmaneera eating apple.
			8300004	sentence_sentence		Mouse said, Please Lion. ______________			Mouse said. Please Lion   do not eat me.	Do not eat me.	Do not eat me.^I will help you.^That is silly.
			8300005	sentence_sentence		This kitten has _________.			This kitten has four legs.	four legs	four legs^two legs^no legs
											
FishTest_8_3	2	8300006, 8300007, 8300008, 8300009, 8300010									
			8300006	soundonly_image					the girl has green mangoes	l11_girlhasgreenmangoes.png	l11_girlhasgreenbananas.png^l11_girlhasgreenmangoes.png^l11_shehasball.png
			8300007	soundonly_image					excited	emotions_5_cropped_excited.png	emotions_6_cropped_surprised.png^emotions_5_cropped_excited.png^emotions_3_cropped_angry.png
			8300008	sentence_sentence		Choose the right one.			Choose the right one.	He sings a song.	He sings song.^He singing a song.^He sings a song.
			8300009	sentence_sentence		Mouse said, “Let me go. Someday, ________			Mouse said. Let me go. Someday. I will help you.	I will help you.	Do not eat me.^I will help you.^That is silly.
			8300010	sentence_sentence		These two fishes do not have _________.			These two fishes do not have legs.	legs	legs^eyes^tails
											
FishTest_8_3	3	8300011, 8300012, 8300013, 8300014, 8300015									
			8300011	soundonly_image					the girl has green bananas	l11_girlhasgreenbananas.png	l11_girlhasgreenbananas.png^l11_girlhasgreenmangoes.png^l11_shehasball.png
			8300012	soundonly_image					angry	emotions_3_cropped_angry.png	emotions_6_cropped_surprised.png^emotions_5_cropped_excited.png^emotions_3_cropped_angry.png
			8300013	sentence_sentence		Choose the right one.			Choose the right one.	They drink milk.	They drink milk.^They milk drink.^They drinking milk.
			8300014	sentence_sentence		Lion said, __________			Lion said. That is silly.	That is silly.	Do not eat me.^I will help you.^That is silly.
			8300015	sentence_sentence		These four birds have __________ each.			These four birds have two legs each.	two legs	four legs^two legs^no legs
											
FishTest_9_1	1	9100001, 9100002, 9100003, 9100004, 9100005									
			9100001	image_sentence		l13_lionbetweentrees.png			The lion is between the trees.	The lion is between the trees.	The lion is between the trees.^The lion is in front of the trees.^The lion is behind the trees.
			9100002	soundonly_image					he can't cook well	l12_hecantcookwell.png	l12_shecancookwell.png^l12_theycannotcookwell.png^l12_hecantcookwell.png
			9100003	sentence_sentence		Choose the right one.			Choose the right one.	It is not sunny today.	It is not sunny today.^It not sunny today.^It not is sunny today.
			9100004	sentence_sentence		Choose the right one.			Choose the right one.	You have big hands.	You have big hands.^You has big hands.^You are have big hands.
			9100005	soundonly_image					Would you like to be orange like a Fish?	book_en_406_page_3.png	book_en_406_page_4.png^book_en_406_page_3.png^book_en_406_page_2.png
											
FishTest_9_1	2	9100006, 9100007, 9100008, 9100009, 9100010									
			9100006	image_sentence		l13_oldmanfrontgirl.png			The old man is in front of the girl.	The old man is in front of the girl.	The old man is in front of the girl.^The old man is behind the girl.^The old man is next to the girl.
			9100007	soundonly_image					she cannot read well	l12_shecannotreadwell.png	l12_hecannotreadwell.png^l12_shecannotreadwell.png^l12_shecannotwritewell.png
			9100008	sentence_sentence		Choose the right one.			Choose the right one.	The boys are not tall.	The boys are not tall.^They boys not tall.^The boys not are tall.
			9100009	sentence_sentence		Choose the right one.			Choose the right one.	She has a long neck.	She has a long neck.^She have a long neck.^She is have a long neck.
			9100010	soundonly_image					Would you like to have eight arms like an Octopus?	book_en_406_page_2.png	book_en_406_page_4.png^book_en_406_page_3.png^book_en_406_page_2.png
											
FishTest_9_1	3	9100011, 9100012, 9100013, 9100014, 9100015									
			9100011	image_sentence		l12_shecannotwritewell.png			She cannot write well.	She cannot write well.	She cannot write well.^She cannot cook well.^She cannot jump well.
			9100012	soundonly_image					the cat is behind the box	l13_catbehindbox.png	l13_catbetweenboxes.png^l13_catfrontbox.png^l13_catbehindbox.png
			9100013	sentence_sentence		Choose the right one.			Choose the right one.	It is not cold today.	It is not cold today.^It not cold today.^It not is cold today.
			9100014	sentence_sentence		Choose the right one.			Choose the right one.	This is my mouth.	This is my mouth.^This are my mouth.^This am my mouth.
			9100015	soundonly_image					Would you like to jump and play like a Dolphin?	book_en_406_page_4.png	book_en_406_page_4.png^book_en_406_page_3.png^book_en_406_page_2.png
											
FishTest_9_2	1	9200001, 9200002, 9200003, 9200004, 9200005									
			9200001	soundonly_sentence					I was angry	I was angry.	I was angry.^I did angry.^I were angry.
			9200002	sentence_word		Look at the frogs __________.			look at the frogs on the rock	on the rock	on the rock^in the sky^in the nest
			9200003	sentence_word		This is __________.			this is my bag	my bag	my bag^me bag^I bag.
			9200004	listeningcomp_sentence	Bugs are small. Sometimes it is hard to see them because they are so small .some live in the ground .some live in trees. I see them indoors. I see them outdoors. bugs are everywhere	What is this story about?				It is about bugs.	It is about bugs.^It is about food.^It is about people.
			9200005	paragraph_sentence	What does Govind like to do?	Govind likes to cook. He cooks with his mom. They cook dinner for their family. It is nice to cook for family.				He likes to cook.	He likes to cook.^He likes to read.^He likes to jump.
											
FishTest_9_2	2	9200006, 9200007, 9200008, 9200009, 9200010									
			9200006	soundonly_sentence					he was cute	He was cute.	He was cute.^He were cute.^He did cute.
			9200007	sentence_word		The boy is __________.			the boy is under the table	under the table	under the table^in the room^on the box
			9200008	sentence_word		They are __________.			they are his cats	his cats	his cats^he cats^him cats
			9200009	listeningcomp_sentence	Bugs are small. Sometimes it is hard to see them because they are so small .some live in the ground .some live in trees. I see them indoors. I see them outdoors. bugs are everywhere	Where are bugs?				They are everywhere.	They are everywhere.^They are in the ocean.^We cannot see them.
			9200010	paragraph_sentence	Does Govind cook with his dad?	Govind likes to cook. He cooks with his mom. They cook dinner for their family. It is nice to cook for family.				No, he does not.	Yes, he does.^No, he does not.^We do not know.
											
FishTest_9_2	3	9200011, 9200012, 9200013, 9200014, 9200015									
			9200011	soundonly_sentence					They were kind.	They were kind.	They were kind.^They was kind.^They did kind.
			9200012	sentence_word		The bus stop is _________ the school.			the bus stop is in front of the school	in front of	in front of^between^next to
			9200013	sentence_word		She likes __________.			she likes her dress	her dress	her dress^she dress^you dress
			9200014	listeningcomp_sentence	Bugs are small. Sometimes it is hard to see them because they are so small .some live in the ground .some live in trees. I see them indoors. I see them outdoors. bugs are everywhere	Why is it sometimes hard to see bugs?				Because they are so small.	Because they are so small.^Because they are so big.^Because they are sad.
			9200015	paragraph_sentence	Does Govind cook dinner with his mom?	Govind likes to cook. He cooks with his mom. They cook dinner for their family. It is nice to cook for family.				Yes, he does.	Yes, he does.^No, he does not.^We do not know.
											
FishTest_9_3	1	9300001, 9300002, 9300003, 9300004, 9300005									
			9300001	soundonly_image					the boy wants to be a doctor	l16_hewantsdoctor.png	l16_hewantsteacher.png^l16_girlwantsdoctor.png^l16_hewantsdoctor.png
			9300002	sentence_sentence		Choose the right one.			Choose the right one.	She is seven years old.	She is seven years old.^She seven old years.^she is sevenyearsold
			9300003	paragraph_sentence		Sabina loves beans. _____________ She is very happy when her dad cooks beans. Her dad adds just the right amount of salt. The beans are very tasty.			Sabina loves beans. Beans are her favourite food .She is very happy when her dad cooks beans .Her dad add just a right amount of salt. The Beans are very tasty	Beans are her favorite food.	Beans are her favorite food.^She likes mangoes.^Carrots are her favorite food.
			9300004	sentence_sentence		He caught _______.			he caught nothing	nothing	nothing^animals^birds
			9300005	sentence_sentence		Mother says, ______________			mother says you are too dirty	You are too dirty!	Now I like to wash!^I don't want to wash!^You are too dirty!
											
FishTest_9_3	2	9300006, 9300007, 9300008, 9300009, 9300010									
			9300006	soundonly_image					the girl wants to be a doctor	l16_girlwantsdoctor.png	l16_hewantsteacher.png^l16_girlwantsdoctor.png^l16_hewantsdoctor.png
			9300007	sentence_sentence		Choose the right one.			Choose the right one.	He has three brothers.	He has three brothers.^He three brothers has.^he has threebrothers
			9300008	paragraph_sentence		Sabina loves beans. Beans are her favorite food. She is very happy when her dad cooks beans. Her dad adds just the right amount of salt. _________________			Sabina loves beans. Beans are her favourite food .She is very happy when her dad cooks beans .Her dad add just a right amount of salt. The Beans are very tasty	The beans are very tasty.	The beans are very tasty.^The beans are not tasty.^She doesn't like beans.
			9300009	sentence_sentence		Nalini went hunting ________.			masha went hunting at night	at night	in the day^every day^at night
			9300010	sentence_sentence		Juhi says, ___________			nia says. I don't want to wash	I don't want to wash!	Now I like to wash!^I don't want to wash!^You are too dirty!
											
FishTest_9_3	3	9300011, 9300012, 9300013, 9300014, 9300015									
			9300011	soundonly_image					the boy wants to be a teacher	l16_hewantsteacher.png	l16_hewantsteacher.png^l16_girlwantsdoctor.png^l16_hewantsdoctor.png
			9300012	sentence_sentence		Choose the right one.			Choose the right one.	My mom likes yellow.	My mom likes yellow.^mymom likesyellow.^My mom yellow likes.
			9300013	paragraph_sentence		Sabina loves beans. Beans are her favorite food. _____________ when her dad cooks beans. Her dad adds just the right amount of salt. The beans are very tasty.			Sabina loves beans. Beans are her favourite food .She is very happy when her dad cooks beans .Her dad add just a right amount of salt. The Beans are very tasty	She is happy	She is happy^She is sad^She is scared
			9300014	sentence_sentence		He was scared, but he did not _______.			he was scared but he did not give up	give up	go alone^give up^go hunting
			9300015	sentence_sentence		Juhi says, ___________			nia says. Now I like to wash	Now I like to wash!	Now I like to wash!^I don't want to wash!^You are too dirty!
											
FishTest_10_1	1	10100001, 10100002, 10100003, 10100004, 10100005									
			10100001	soundonly_image					she is reading under the table	l15_shereadundertable.png	l15_shereadundertable.png^l15_shereadontable.png^l15_shereadundertree.png
			10100002	soundonly_image					the cat is behind the box	l13_catbehindbox.png	l13_catbetweenboxes.png^l13_catfrontbox.png^l13_catbehindbox.png
			10100003	sentence_sentence		Choose the right one.			Choose the right one.	I have a pencil.	I have a pencil.^Ihave apencil.^i have A pencils.
			10100004	listeningcomp_sentence	Mohan is a nurse. He helps people when they are sick. He helps understand what is wrong and give some medicine to help them feel better. He also gives advice to people. so that they can be healthy. Being healthy helps people from getting  sick	What is Mohan's job?				He is a nurse.	He is a nurse.^He is a teacher.^He is a farmer.
			10100005	imageseq_sentence		Himani was born in 1940. She grew up on a farm.		When Himani was an old woman, she was given the Nobel Peace Prize.	Himani was born in 1940. She grew up on a farm. Himani began the Green Belt movement. When Himani was an old woman, she was given the Nobel Peace Prize.	Himani began the Green Belt movement.	She led people to plant trees all across the country.^Himani went to university in the United States.^Himani began the Green Belt movement.
											
FishTest_10_1	2	10100006, 10100007, 10100008, 10100009, 10100010									
			10100006	soundonly_image					she is reading on the table	l15_shereadontable.png	l15_shereadundertable.png^l15_shereadontable.png^l15_shereadundertree.png
			10100007	soundonly_image					the school is next to the park	l13_schoolnextpark.png	l13_schoolnextpark.png^l13_oldmanbtwboys.png^l13_dogbtwgoat_sheep.png
			10100008	sentence_sentence		Choose the right one.			Choose the right one.	She cannot read well.	She cannot read well.^She cannotread well.^She cannot reading well.
			10100009	listeningcomp_sentence	Mohan is a nurse. He helps people when they are sick. He helps understand what is wrong and give some medicine to help them feel better. He also gives advice to people. so that they can be healthy. being healthy helps people from getting sick	What helps people from getting sick?				Being healthy.	Being healthy.^Being happy.^Being hungry.
			10100010	imageseq_sentence		Himani believed things should be fair.		Himani began the Green Belt movement.	Himani believed things should be fair. Himani knew that plants and animals are important to our world. Himani began the Green Belt movement.	Himani knew that plants and animals are improtant to our world.	She led people to plant trees all across the country.^Himani went to university in the United States.^Himani knew that plants and animals are improtant to our world.
											
FishTest_10_1	3	10100011, 10100012, 10100013, 10100014, 10100015									
			10100011	soundonly_image					she is reading under the tree	l15_shereadundertree.png	l15_shereadundertable.png^l15_shereadontable.png^l15_shereadundertree.png
			10100012	soundonly_image					the cat is behind the box	l13_catbehindbox.png	l13_catbetweenboxes.png^l13_catfrontbox.png^l13_catbehindbox.png
			10100013	sentence_sentence		Choose the right one.			Choose the right one.	Lions don't eat carrots.	Lions don't eat carrots.^Lions doesn't eating carrots.^Lions not eat carrots.
			10100014	listeningcomp_sentence	Mohan is a nurse. He helps people when they are sick. He helps understand what is wrong and give some medicine to help them feel better. He also gives advice to people. so that they can be healthy. being healthy helps people from getting sick	Is Mohan a doctor?				No, he is not.	No, he is not.^Yes, he is.^We do not know.
			10100015	imageseq_sentence		Himani went to university in the United States.		They made the country more green.	Himani went to university in the United States. She led people to plant trees all across the country. They made the country more green.	She led people to plant trees all across the country.	She fought for the rights to the women in the schools.^She led people to plant trees all across the country.^When Himani was an old woman, she was given the Nobel Peace Prize.
											
FishTest_10_2	1	10200001, 10200002, 10200003, 10200004, 10200005									
			10200001	soundonly_sentence					he doesn't dance	He doesn't dance.	He doesn't dance.^He dances well.^He doesn't sing.
			10200002	soundonly_image					she is helping her dad carry boxes	l17_shehelpdadcarry.png	l17_shehelpmomdry.png^l17_shehelpmomcook.png^l17_shehelpdadcarry.png
			10200003	sentence_sentence		Choose the right one.			Choose the right one.	They sell milk together.	They sell milk together.^They sells milk together.^They selling milk together.
			10200004	listeningcomp_sentence	Sonia likes to look at the stars. She can see them from her house. She can see them at night. She can see them in the sky. Sonia wants to count all the stars, but there are too many.	Are there many stars in the sky?				Yes, there are.	Yes, there are.^No, there are not.^We do not know.
			10200005	paragraph_sentence		In the morning, Fox went for a walk. He walked _________________________. His stomach rumbled with hunger. He looked all around for something to eat.			In the morning, Fox went for a walk. He walked until the sun was high. His stomach rumbled with hunger. He looked all around for something to eat.	until the sun is high	until he met a tree^until he found the sun^until the sun is high
											
FishTest_10_2	2	10200006, 10200007, 10200008, 10200009, 10200010									
			10200006	soundonly_sentence					she doesn't like cats	She doesn't like cats.	She doesn't like cats.^She likes cats.^She doesn't have dogs.
			10200007	soundonly_image					she is helping her mom cook dinner	l17_shehelpmomcook.png	l17_shehelpmomdry.png^l17_shehelpmomcook.png^l17_shehelpdadcarry.png
			10200008	sentence_sentence		Choose the right one.			Choose the right one.	He drinks milk every day.	He drinking milk every day.^He drink milk every day.^He drinks milk every day.
			10200009	listeningcomp_sentence	Sonia likes to look at the stars. She can see them from her house. She can see them at night. She can see them in the sky. Sonia wants to count all the stars, but there are too many.	What does Sonia like to do?				She likes to look at the stars.	She likes to look at the stars.^She likes to clean the house.^She likes to feed goats.
			10200010	paragraph_sentence		He saw some grapes high in a tree. ____________________ How could he get them? Fox reached with his arms. He could almost taste the grapes!			He saw some grapes high in a tree. They must be so sweet, How could he get them? Fox reached with his arms. He could almost taste the grapes!	They must be so sweet!	They must be too sour!^They must be so sweet!^They must be grapes!
											
FishTest_10_2	3	10200011, 10200012, 10200013, 10200014, 10200015									
			10200011	soundonly_sentence					they don't eat fish	They don't eat fish.	They don't eat fish.^They are eating fish.^They don't catch frogs.
			10200012	soundonly_image					she is helping her mom dry clothes	l17_shehelpmomdry.png	l17_shehelpmomdry.png^l17_shehelpmomcook.png^l17_shehelpdadcarry.png
			10200013	sentence_sentence		Choose the right one.			Choose the right one..	The van drives down the road.	The van drive down the road.^The van drives down the road.^The van driving down the road.
			10200014	listeningcomp_sentence	Sonia likes to look at the stars. She can see them from her house. She can see them at night. She can see them in the sky. Sonia wants to count all the stars, but there are too many.	What does Sonia look at each evening?				The stars in the sky.	The stars in the sky.^The house from outside.^Her baby brother.
			10200015	paragraph_sentence		Fox could not get the grapes by jumping. _______________ Could he find another way? We will never know, because Fox stopped trying.			Fox could not get the grapes by jumping. He was getting upset, Could he find another way? We will never know, because Fox stopped trying.	He was getting upset.	He was getting happy.^He was getting upset.^It was getting dark.
											
FishTest_10_3	1	10300001, 10300002, 10300003, 10300004, 10300005									
			10300001	soundonly_image					the cat is bigger than the bird	l4_catbird.png	l4_dogcat.png^l4_catbird.png^l4_dogbird.png
			10300002	soundonly_image					basket is full of bunches of grapes	l10_grapesinbasket.png	l10_grapesinbasket.png^l10_applesinbasket.png^l10_birdsinnest.png
			10300003	sentence_sentence		Choose the right one.			Choose the right one.	Are they students?	Are they students?^Are they students.^are they students?
			10300004	sentence_sentence		Choose the right one.			Choose the right one.	We had lunch.	We had lunch.^We has lunch.^We haved lunch.
			10300005	paragraph_sentence		Richa was late for school. _________________, but it had already passed her street. Richa yelled for the driver to stop, but the driver didn't hear.			Richa was late for school. She ran to catch the bus. but it had already passed her street. Richa yelled for the driver to stop. but the driver didn't hear.	She ran to catch the bus	She walked slowly^She ran to catch the bus^She shouted alone
											
FishTest_10_3	2	10300006, 10300007, 10300008, 10300009, 10300010									
			10300006	soundonly_image					the bird is smaller than the dog.	l4_dogbird.png	l4_dogcat.png^l4_catbird.png^l4_dogbird.png
			10300007	soundonly_image					the basket is full of mellow apples	l10_applesinbasket.png	l10_grapesinbasket.png^l10_applesinbasket.png^l10_birdsinnest.png
			10300008	sentence_sentence		Choose the right one.			Choose the right one.	Does he like bananas?	Does he like bananas?^Does he like bananas.^does he like bananas?
			10300009	sentence_sentence		Choose the right one.			Choose the right one.	They ran fast.	They runs fast.^They runned fast.^They ran fast.
			10300010	paragraph_sentence		Then, a truck passed Richa. _____________, Richa thought. I could learn to drive and drive to school.			Then. a truck passed Richa. If only I had a truck. Richa thought. I could learn to drive and drive to school.	If only I had a truck	If only I had a truck^If only I had a boat^If only I got up early
											
FishTest_10_3	3	10300011, 10300012, 10300013, 10300014, 10300015									
			10300011	soundonly_image					the cat is smaller than the dog	l4_dogcat.png	l4_dogcat.png^l4_catbird.png^l4_dogbird.png
			10300012	soundonly_image					nest is full of three yellow birds	l10_birdsinnest.png	l10_grapesinbasket.png^l10_applesinbasket.png^l10_birdsinnest.png
			10300013	sentence_sentence		Choose the right one.			Choose the right one.	Where is the cat?	Where is the cat?^Where is the cat.^where is the cat?
			10300014	sentence_sentence		Choose the right one.			Choose the right one.	She made a chair.	She made a chair.^She maked a chair.^She make a chair.
			10300015	paragraph_sentence		Richa's school wasn't near the water, though. A boat couldn't take Richa to school, either. _________________, Richa asked herself again. I know! I'll take a motorcycle! Richa shouted.			Richa's school wasn't near the water, though. A boat couldn't take Richa to school, either. How can I get to school, Richa asked herself again. I know! I'll take a motorcycle! Richa shouted.	How can I get to school?	How can I buy a bicycle?^How can I drive a truck?^How can I get to school?
